Latitude,Longitude,Motorista,Cidade,Nota,Contrato
-7.82033443450905,-46.8934249877916,Motorista 393,Carolina,8,2
-23.0249190330499,-55.5879020690902,Motorista 394,Aral Moreira,5,3
-23.7291276454919,-45.4404401779162,Motorista 395,São Sebastião,4,1
-21.8616020679468,-50.6921195983872,Motorista 396,Iacri,5,2
-26.8257701396934,-53.5018515586837,Motorista 397,Descanso,9,3
-22.9309022426599,-46.2723755836473,Motorista 398,Joanópolis,8,3
-3.10589075088492,-60.0300693511945,Motorista 399,Manaus,5,2
-22.8337097167962,-47.1853780746446,Motorista 400,Sumaré,6,1
-13.9724421501156,-41.4307522773731,Motorista 401,Ituaçu,8,1
-22.978656291961,-47.1219491958604,Motorista 402,Campinas,5,2
-19.4970417022699,-41.0714864730823,Motorista 403,Aimorés,2,3
-26.7380833625786,-53.5185241699203,Motorista 404,São Miguel do Oeste,6,3
-16.7172324657435,-43.8129186630236,Motorista 405,Montes Claros,9,2
-27.5881719589225,-48.6374187469468,Motorista 406,São José,8,1
-20.9090423583978,-44.5079112052905,Motorista 407,São Tiago,6,1
-23.4204268455499,-46.4292740821825,Motorista 408,Guarulhos,9,2
-27.4020695686332,-51.2357926368699,Motorista 409,Campos Novos,8,3
-25.4135870933525,-49.3014478683457,Motorista 410,Curitiba,7,3
-29.1127288341514,-49.6765494346604,Motorista 411,Sombrio,4,2
-4.05075788497913,-38.7165498733509,Motorista 412,Maranguape,5,1
-22.2196233272546,-51.3006162643418,Motorista 413,Regente Feijó,6,2
-9.480890035629,-37.2383952140797,Motorista 414,Olivença,9,3
-17.4107336997981,-39.5949625968922,Motorista 415,Alcobaça,8,2
-14.9447107315059,-40.4476046562183,Motorista 416,Caatiba,5,1
-22.844116687774,-45.2283740043627,Motorista 417,Aparecida,6,2
-9.39514517784091,-35.8396768569936,Motorista 418,Messias,9,3
-23.7298464775079,-46.6179513931261,Motorista 419,Diadema,8,2
-4.26845669746386,-46.4415907859789,Motorista 420,Buriticupu,5,1
-22.6769185066217,-48.6661291122422,Motorista 421,Areiópolis,6,2
-23874,-53902,Motorista 422,Altônia,6,3
-12.6672397105656,-38.5331534201463,Motorista 423,Candeias,6,2
-11.9198119640347,-38.3906507492054,Motorista 424,Inhambupe,6,1
-6.75859808921794,-35.3957819938649,Motorista 425,Sertãozinho,8,2
-21.8435239791864,-46.9193029403673,Motorista 426,Vargem Grande do Sul,7,3
-21.9822907447809,-41.1925506591785,Motorista 427,Campos dos Goytacazes,5,3
-6.39585614204388,-41.735837459563,Motorista 428,Valença do Piauí,8,3
-24.2128586769097,-48.8639688491807,Motorista 429,Ribeirão Branco,4,2
-26.4800333976738,-49.6040225028977,Motorista 430,Rio Negrinho,5,1
-19.1140007972712,-57.7103447914107,Motorista 431,Corumbá,8,2
-15.2111721038814,-41.0837173461902,Motorista 432,Vitória da Conquista,5,3
-14.782458543777,-40.6574821472156,Motorista 433,Vitória da Conquista,9,2
-6.70476078987102,-48.8871431350694,Motorista 434,Piçarra,8,1
-21.1224603652948,-48.4480333328233,Motorista 435,Taiúva,7,2
-23.2601273059838,-45.9320783615099,Motorista 436,Jacareí,5,3
-23.8134992122643,-48.3147811889634,Motorista 437,Itapetininga,8,2
-22.4438881874078,-48.0095243453966,Motorista 438,Brotas,9,1
-9.90958213806124,-55.7410669326766,Motorista 439,Carlinda,6,2
-29.956942,-51.635699,Motorista 440,Charqueadas,2,3
-21.8487489223474,-47.5014281272874,Motorista 441,Porto Ferreira,8,1
-22.8505647182458,-47.1652293205248,Motorista 442,Sumaré,7,2
-24717,-53084,Motorista 443,Iguatu,5,3
-25.1718556880944,-50.6599760055527,Motorista 444,Imbituva,4,1
-20.2966189384455,-42.481298446654,Motorista 445,Abre Campo,6,2
-23.4595012664788,-46.5095257759081,Motorista 446,Guarulhos,9,3
-23.4002351760857,-46.5103840827928,Motorista 447,Guarulhos,8,3
-6.87345027923564,-36.9273662567128,Motorista 448,Santa Luzia,5,2
-12.8658914566036,-39.8591065406788,Motorista 449,Milagres,4,1
-9.1585,-35.2953,Motorista 450,Porto de Pedras,5,1
-26.5467989444725,-49.1571235656724,Motorista 451,Jaraguá do Sul,9,2
-6.82080388069133,-39.5240664482105,Motorista 452,Farias Brito,8,3
-22.5050532817834,-44.1964530944811,Motorista 453,Barra Mansa,5,3
-28.2969939708702,-49.9413156509385,Motorista 454,São Joaquim,6,2
-9.45293068885776,-44.4073605537402,Motorista 455,Redenção do Gurguéia,8,1
-22.3276627063745,-48.802428245543,Motorista 456,Pederneiras,5,1
-16.7368125915522,-49.2606997489915,Motorista 457,Aparecida de Goiânia,2,2
-11.0124206542966,-44.5163440704333,Motorista 458,Santa Rita de Cássia,6,3
-15.8906614780421,-48.1121778488145,Motorista 459,Brasília,9,3
-7.86225199699379,-35.587956905364,Motorista 460,João Alfredo,8,2
-22.1858060359948,-42.9320383071887,Motorista 461,São José do Vale do Rio Preto,6,1
-19.3887662887568,-40.0653362274158,Motorista 462,Linhares,9,2
-13.4346807003017,-49.1451072692857,Motorista 463,Porangatu,8,3
-5.45990467071517,-37.5197911262501,Motorista 464,Governador Dix-Sept Rosado,7,2
-22.7452719211572,-43.5009241104113,Motorista 465,Nova Iguaçu,4,1
-28.8732075691215,-52.1815395355209,Motorista 466,Arvorezinha,5,2
-6.9586694240568,-35.5382180213918,Motorista 467,Alagoinha,6,3
-23.7589859962456,-46.8422055244432,Motorista 468,Itapecerica da Serra,9,2
-5.9832036495207,-35.4068326950063,Motorista 469,Macaíba,8,1
-19.7985005378717,-41.711697578429,Motorista 470,Ipanema,5,2
-22.4444997310632,-44.5201635360705,Motorista 471,Itatiaia,6,3
-19.3135142326349,-47.5274991989122,Motorista 472,Santa Juliana,9,2
-16.0040009021754,-39.9512028694141,Motorista 473,Salto da Divisa,8,1
-19.8307514190668,-43.8676786422717,Motorista 474,Belo Horizonte,5,2
-19.8019230365747,-43.9366865158068,Motorista 475,Belo Horizonte,6,3
-25.845289,-52.518747,Motorista 476,Chopinzinho,6,3
-27.0818459987633,-50.8920621871933,Motorista 477,Fraiburgo,6,3
-3.67068886756886,-42.1212816238391,Motorista 478,Esperantina,6,2
-1.44744,-45.7174,Motorista 479,Cândido Mendes,8,1
-26.8960654735557,-52.6041483879074,Motorista 480,Xaxim,7,2
-23548,-46636,Motorista 481,São Paulo,5,3
-3.88448238372791,-38.6738920211781,Motorista 482,Maranguape,8,2
-19.8156023025507,-43.9801812171923,Motorista 483,Belo Horizonte,4,1
-12.3567652702328,-60.9259271621686,Motorista 484,Chupinguaia,5,2
-26908,-48662,Motorista 485,Itajaí,8,3
-1.37045860290523,-61.8797850608808,Motorista 486,Caracaraí,5,2
-27.8533458709709,-55.0181365013107,Motorista 487,Porto Lucena,9,1
-23.9426207542412,-51.5902304649338,Motorista 488,Borrazópolis,8,2
-6.34676098823529,-39.3142318725575,Motorista 489,Iguatu,7,3
-21.7614805698388,-42.8901100158679,Motorista 490,Senador Cortes,5,1
-7.29317307472208,-37.236099243163,Motorista 491,Itapetim,8,2
-3.65784645080556,-45.3920531272875,Motorista 492,Santa Inês,9,3
-22.4737143516534,-45.607016086577,Motorista 493,Brasópolis,6,1
-3.3629322052001,-43.9737653732287,Motorista 494,Presidente Vargas,2,2
-26.3480794429771,-53.2795071601852,Motorista 495,Palma Sola,8,3
-19.950195550918,-44.1202783584582,Motorista 496,Betim,7,3
-4.86408948898301,-44.357085227965,Motorista 497,Santo Antônio dos Lopes,5,2
-28.6599290370933,-56.0212182998641,Motorista 498,São Borja,4,1
-17.1143388748164,-42.6978063583362,Motorista 499,Leme do Prado,6,1
-28.4294629096977,-49.0178203582749,Motorista 500,Tubarão,9,2
-19.8678624629969,-43.8931703567492,Motorista 501,Sabará,8,3
-8.9722037315366,-48.1716370582567,Motorista 502,Pedro Afonso,5,3
-21.8446719646448,-41.4317178726184,Motorista 503,Campos dos Goytacazes,4,2
-21.6749310493463,-49.7572731971726,Motorista 504,Lins,5,1
-2747,-42826,Motorista 505,Barreirinhas,9,1
-18.695222139358,-43.4376668930041,Motorista 506,Serro,8,2
-3.14810872077933,-44.3778991699206,Motorista 507,Santa Rita,5,3
-25408,-52416,Motorista 508,Laranjeiras do Sul,6,3
-20.6445872783655,-41.2084293365467,Motorista 509,Castelo,8,2
-25.4263758659355,-49.2772865295396,Motorista 510,Curitiba,5,1
-20.7325851917261,-42.8891015052783,Motorista 511,Viçosa,2,2
-4.98670935630784,-37.4862957000722,Motorista 512,Mossoró,6,3
-16.0503709316249,-48.0104255676256,Motorista 513,Valparaíso de Goiás,9,2
-8.85059237480138,-63.9409017562848,Motorista 514,Porto Velho,8,1
-15.9066081690324,-39.5602155476689,Motorista 515,Itapebi,6,2
-23.5941267013543,-46.917994022368,Motorista 516,Cotia,9,3
-5.52279710769637,-36.3874268531789,Motorista 517,Pedro Avelino,8,2
-19.5688176155085,-46.9434428215013,Motorista 518,Araxá,7,1
-12778,-38919,Motorista 519,Maragogipe,4,2
-11.3820183277127,-41.8319678306567,Motorista 520,Lapão,5,3
-17.5455522537226,-39.7118639945972,Motorista 521,Teixeira de Freitas,6,2
-7.04809427261332,-43.5628080368029,Motorista 522,Jerumenha,9,1
-5.98949074745161,-42.556400299071,Motorista 523,Hugo Napoleão,8,2
-23.1330227851861,-47.2434854507433,Motorista 524,Indaiatuba,5,3
-1.94110393524164,-47.0515251159654,Motorista 525,Garrafão do Norte,6,3
-21.2463891506189,-45.0206422805773,Motorista 526,Lavras,9,3
-8.75333547592138,-37.3431515693654,Motorista 527,Tupanatinga,8,2
-1.81716442108149,-60.317602157591,Motorista 528,Presidente Figueiredo,5,1
-4.6858727931975,-41.7964553832996,Motorista 529,Capitão de Campos,6,2
-23.9640784263604,-46.25123977661,Motorista 530,Guarujá,6,3
-5.26676416397079,-47.8677964210496,Motorista 531,Cidelândia,6,2
-17.685952654857,-40.111893061932,Motorista 532,Ibirapuã,6,1
-11.8344426155087,-39.6120214462269,Motorista 533,Pé de Serra,8,2
-7.08098888397196,-40.8604073524463,Motorista 534,São Julião,7,3
-2.53602862358086,-44.0597677230822,Motorista 535,São José de Ribamar,5,2
-28.3637166023246,-49.2849898338304,Motorista 536,Orleans,8,1
-1.58460617065425,-48.8690328598008,Motorista 537,Abaetetuba,4,2
-14.3419861793514,-41.7696118354785,Motorista 538,Malhada de Pedras,5,3
-11.650614738464,-38.7447023391712,Motorista 539,Biritinga,8,1
-22.760013341903,-51.3969397544846,Motorista 540,Porecatu,5,2
-18.5726451873774,-51.1423015594468,Motorista 541,Caçu,9,3
-27.1821391582481,-51.9210433959946,Motorista 542,Concórdia,8,1
-22.3096060752862,-53.8217425346359,Motorista 543,Ivinhema,7,2
-9884,-36829,Motorista 544,Girau do Ponciano,5,3
-6.21548295021039,-39.297215938567,Motorista 545,Iguatu,8,3
-30.0838923454276,-52.7647590637192,Motorista 546,Cachoeira do Sul,9,2
-15.0815463066097,-41.965649127959,Motorista 547,Cordeiros,6,1
-3.55123400688161,-43.9245629310595,Motorista 548,Vargem Grande,2,1
-1.52579069137569,-50.6197214126572,Motorista 549,Breves,8,2
-12.0487189292904,-38.6081027984608,Motorista 550,Ouriçangas,7,3
-3.66376876831044,-45.9970736503588,Motorista 551,Bom Jardim,5,3
-4.98553991317735,-42.6411366462695,Motorista 552,Teresina,4,2
-12.2344779968258,-38.979878425597,Motorista 553,Feira de Santana,6,1
-1.67157411575313,-49.3849825859055,Motorista 554,Muaná,9,1
-8.37528347969031,-35.8718848228444,Motorista 555,Bezerros,8,2
-27.6916837692253,-48.6584258079515,Motorista 556,Palhoça,5,3
-14.3868649005886,-41.8806123733508,Motorista 557,Malhada de Pedras,4,3
-0.61852812767027,-49.9252223968491,Motorista 558,Anajás,5,2
-16.1073946952815,-49.3363165855393,Motorista 559,Petrolina de Goiás,9,1
-23.3481681346887,-47.6884102821336,Motorista 560,Iperó,8,2
-22.1619665622705,-42.6639676094043,Motorista 561,Sumidouro,5,3
-6.27449154853803,-35.2133703231801,Motorista 562,Goianinha,6,2
-12.855151891708,-38.3570265769947,Motorista 563,Lauro de Freitas,8,1
-17.2901201248164,-49.3770861625657,Motorista 564,Cromínia,5,2
-1.30000233650204,-47.88552045822,Motorista 565,Castanhal,2,3
-21.9417464733117,-46.3347959518419,Motorista 566,Caldas,6,2
-4.37630295753466,-44.3407130241381,Motorista 567,Peritoró,9,1
-5.02336978912339,-44.9936914443957,Motorista 568,São Roberto,8,2
-26.8511760234825,-52.2653317451462,Motorista 569,Faxinal dos Guedes,6,3
-14.6377801895137,-42.0497202873218,Motorista 570,Guajeru,9,2
-4.55461621284472,-37.76938676834,Motorista 571,Aracati,8,1
-3.70197415351857,-40.3651428222645,Motorista 572,Sobral,7,2
-13.8442218303676,-40.620081424712,Motorista 573,Maracás,4,3
-22.816279,-43.385535,Motorista 574,Rio de Janeiro,5,3
-28.4631407260887,-49.016382694243,Motorista 575,Tubarão,6,3
-23.8776576519006,-46.6502237319933,Motorista 576,São Paulo,9,2
-9.67364430427523,-37.1254205703725,Motorista 577,Batalha,8,1
-11864,-55504,Motorista 578,Sinop,5,2
-18615,-40611,Motorista 579,Vila Pavão,6,3
-12.8442835807797,-39.5015573501575,Motorista 580,Santa Teresinha,9,2
-8.40806007385229,-40.8771657943714,Motorista 581,Afrânio,8,1
-15.6603348255153,-56.0490059852584,Motorista 582,Cuiabá,5,2
-4.72787618637071,-44.3189120292651,Motorista 583,Capinzal do Norte,6,3
-15.9141576290126,-46.1062717437731,Motorista 584,Arinos,6,2
-20.3299748897547,-47.7738332748399,Motorista 585,Ituverava,6,1
-7.20662355422953,-35.8975267410268,Motorista 586,Campina Grande,6,2
-22759,-43451,Motorista 587,Nova Iguaçu,8,3
-7.24883079528788,-35.900809764861,Motorista 588,Campina Grande,7,1
-7.18469381332377,-35.9857821464528,Motorista 589,Campina Grande,5,2
-20.5347776412958,-44.6343398094164,Motorista 590,Carmópolis de Minas,8,3
-26721,-48933,Motorista 591,Luiz Alves,4,1
-2.97731637954703,-47.3461174964891,Motorista 592,Paragominas,5,2
-21.6743946075433,-49.7261381149278,Motorista 593,Lins,8,3
-6.68216586112957,-39.7583627700794,Motorista 594,Tarrafas,5,3
-32.0625364780417,-52.2646021842941,Motorista 595,Rio Grande,9,2
-32.0890581607809,-52.1613049507126,Motorista 596,Rio Grande,8,1
-7.23250150680521,-39.3511390686024,Motorista 597,Juazeiro do Norte,7,1
-16.0656058788295,-57.6827931404097,Motorista 598,Cáceres,5,2
-29.9929010868064,-51.1938643455491,Motorista 599,Porto Alegre,8,3
-30.0705885887137,-51.1699390411362,Motorista 600,Porto Alegre,9,3
-22.4888956546777,-44.5734643936144,Motorista 601,Itatiaia,6,2
-22786,-43312,Motorista 602,Duque de Caxias,2,1
-22903,-43208,Motorista 603,Rio de Janeiro,8,1
3652,-61371,Motorista 604,Amajari,7,2
-27655,-54764,Motorista 605,Alecrim,5,3
-16.7997050285334,-49.3091940879807,Motorista 606,Aparecida de Goiânia,4,3
-6.06927037239057,-35.6131482124318,Motorista 607,Senador Elói de Souza,6,2
-11.8252372741696,-62.9231214523297,Motorista 608,Seringueiras,9,1
-13.6559307575222,-59.789357185362,Motorista 609,Comodoro,8,2
-14.532819986343,-49.9589538574204,Motorista 610,Crixás,5,3
-19.9864268302912,-44.8490452766405,Motorista 611,São Gonçalo do Pará,4,2
-19.7368311882013,-51.9355702400192,Motorista 612,Inocência,5,1
-22.6664042472833,-43.0204010009753,Motorista 613,Guapimirim,9,2
-28.6888325214378,-49.4087791442857,Motorista 614,Criciúma,8,3
-7.95819997787452,-36.1817336082448,Motorista 615,Santa Cruz do Capibaribe,5,2
-23057,-49626,Motorista 616,Ipaussu,6,1
-20074,-41124,Motorista 617,Afonso Cláudio,8,2
-18.4173989295954,-43.5264587402331,Motorista 618,Diamantina,5,3
-12.8642151342321,-39.8621390072495,Motorista 619,Milagres,2,2
-27.6478135585777,-52.2753310203537,Motorista 620,Erechim,6,1
-2.45576620101922,-44.1515421867358,Motorista 621,Raposa,9,2
-23.0333304405206,-49.163539409636,Motorista 622,Cerqueira César,8,3
4596,-60168,Motorista 623,Uiramutã,6,3
-19.4377326965326,-42.0793962478625,Motorista 624,Inhapim,9,3
-21.6826987266534,-45.2562260627733,Motorista 625,Três Corações,8,2
-3.5039734840392,-40.9461307525623,Motorista 626,Viçosa do Ceará,7,1
-28.9776420593253,-49.4062471389756,Motorista 627,Balneário Arroio do Silva,4,2
-7.20301866531351,-39.3055200576771,Motorista 628,Juazeiro do Norte,5,3
-3.0430305004119,-59.9343037605268,Motorista 629,Manaus,6,2
-22.2727632522577,-54.1636919975265,Motorista 630,Deodápolis,9,1
-20264,-40.42,Motorista 631,Cariacica,8,2
-19.9239099025721,-40.1714229583729,Motorista 632,Aracruz,5,3
-26.2032830715172,-50.4214096069321,Motorista 633,Canoinhas,6,2
-22.1054255962365,-50.1671791076646,Motorista 634,Pompéia,9,1
-4.30659770965564,-40.8200240135181,Motorista 635,Guaraciaba do Norte,8,2
-8.16679000854468,-35.0063681602468,Motorista 636,Jaboatão dos Guararapes,5,3
-6.1938536167143,-47.853806018828,Motorista 637,Luzinópolis,6,1
-19.6865558624262,-44.1747164726244,Motorista 638,Esmeraldas,6,2
-9.95185375213594,-54.9061489105209,Motorista 639,Guarantã do Norte,6,3
-5.51171422004684,-41.8974995613086,Motorista 640,São João da Serra,6,1
-5.55449008941634,-37.3614764213551,Motorista 641,Upanema,8,2
-3.12911868095389,-58.1569647788985,Motorista 642,Urucurituba,7,3
-7.69057989120461,-34.8597693443288,Motorista 643,Goiana,5,3
-23.4368956089013,-45.0801014900194,Motorista 644,Ubatuba,8,2
-7.1338927745817,-34.9397420883169,Motorista 645,Bayeux,4,1
-11.6089868545529,-40.2960920333851,Motorista 646,Mairi,5,1
-29.6892321109763,-53.8279438018783,Motorista 647,Santa Maria,8,2
-13.7968647480007,-42.8010392189013,Motorista 648,Matina,5,3
-2.97405481338492,-45.3524422645556,Motorista 649,Pedro do Rosário,9,3
-4.84580755233751,-42.1544981002795,Motorista 650,Campo Maior,8,2
-3.9960730075835,-44.9738645553576,Motorista 651,Lago Verde,7,1
-12.7062241228364,-39.7255159164542,Motorista 652,Itatim,5,1
-30.2880728244773,-50.2498555183396,Motorista 653,Balneário Pinhal,8,2
-28.8273847103111,-52.4943065643295,Motorista 654,Soledade,9,3
-27.4163174629203,-49.5976710319505,Motorista 655,Ituporanga,6,3
-7576,-40498,Motorista 656,Araripina,2,2
-8.05135846137977,-34.9372744560232,Motorista 657,Recife,8,1
-13.5143337202749,-41.5923088021702,Motorista 658,Jussiape,7,2
-27.9861259460441,-55.0472545623763,Motorista 659,São Paulo das Missões,5,3
-5.61965703964217,-63.1862354278546,Motorista 660,Tapauá,4,2
-11.7967844009396,-39.2699432373035,Motorista 661,Riachão do Jacuípe,6,1
-28.6631476879112,-51.75199985504,Motorista 662,Nova Araçá,9,2
-30.0320398807517,-55.0899338722213,Motorista 663,Cacequi,8,3
-22.7958798408502,-47.3004770278917,Motorista 664,Nova Odessa,5,2
-27.172762155532,-51.4971685409531,Motorista 665,Herval d'Oeste,4,1
-28.2911789417259,-48.9005327224717,Motorista 666,Imaruí,5,2
-3.66663336753835,-42.7892374992358,Motorista 667,Brejo,9,3
-20.2403783798212,-56.3934016227706,Motorista 668,Miranda,8,2
-21.1284255981439,-46.6167497634874,Motorista 669,São Pedro da União,5,1
-2.05987215042108,-47.9775738716111,Motorista 670,Concórdia do Pará,6,2
-15.8657598495479,-52.3234820365891,Motorista 671,Barra do Garças,8,3
-4.97873783111558,-42.2663784027087,Motorista 672,Coivaras,5,3
-18.7857627868647,-52.6209068298325,Motorista 673,Chapadão do Sul,2,3
-4.25307154655444,-38.5564970970143,Motorista 674,Chorozinho,6,2
-29.7578966617576,-51.8931055068955,Motorista 675,Taquari,9,1
-7.98130989074684,-35.6307435035695,Motorista 676,Passira,8,2
-25.3768730163567,-49.128413200377,Motorista 677,Colombo,6,3
-25941,-52176,Motorista 678,Mangueirinha,9,2
-16.4800500869746,-43.4992289543139,Motorista 679,Francisco Sá,8,1
-16.4763700962062,-42.5112748146045,Motorista 680,Josenópolis,7,2
-20.103650093078,-44.972147941588,Motorista 681,Divinópolis,4,3
-9.4819521903989,-36.9652390480031,Motorista 682,Cacimbinhas,5,2
-5.53175568580611,-40.7856917381275,Motorista 683,Novo Oriente,6,1
-7.47764468193032,-36.1375308036794,Motorista 684,Boqueirão,9,2
-7.92001605033852,-42.4063038825976,Motorista 685,Socorro do Piauí,8,1
-30.0090157985679,-51.1219596862778,Motorista 686,Porto Alegre,5,2
-7.19182848930338,-35.7435035705556,Motorista 687,Massaranduba,6,3
-22.2155785560601,-46.5330648422228,Motorista 688,Jacutinga,9,1
-6.41013622283917,-41.7375326156604,Motorista 689,Valença do Piauí,8,2
-22.5498354434961,-45.7722187042223,Motorista 690,Paraisópolis,5,3
-3.19564819335928,-58.7420940399153,Motorista 691,Itacoatiara,6,3
-12.8219780247251,-44.1234867599371,Motorista 692,Serra Dourada,6,2
-22.808051,-43.439995,Motorista 693,Mesquita,6,1
-6.71024322509746,-35.7197499275197,Motorista 694,Solânea,6,1
-20.3643715381616,-44.6870613098132,Motorista 695,Cláudio,8,2
-4.96140003204331,-38.5288166999806,Motorista 696,Ibicuitinga,7,3
-7.81991600990273,-50.1453781127915,Motorista 697,Pau D'Arco,5,3
-1.54707670211788,-45.8667826652514,Motorista 698,Godofredo Viana,8,2
-6.76913380622844,-36.7320585250844,Motorista 699,Santana do Seridó,4,1
-17.3522186279292,-44.9223232269274,Motorista 700,Pirapora,5,1
-15.9407436847682,-50.1531028747544,Motorista 701,Goiás,8,2
